Comunidades autónomas;Grupo penal;periodo;Total
MURCIA (REGIÓN DE);TOTAL grupo penal;2021;8.009
MURCIA (REGIÓN DE);TOTAL grupo penal;2020;6.828
MURCIA (REGIÓN DE);TOTAL grupo penal;2019;4.031
MURCIA (REGIÓN DE);TOTAL grupo penal;2018;2.672
MURCIA (REGIÓN DE);TOTAL grupo penal;2017;1.768
MURCIA (REGIÓN DE);TOTAL grupo penal;2016;1.445
MURCIA (REGIÓN DE);TOTAL grupo penal;2015;1.254
MURCIA (REGIÓN DE);TOTAL grupo penal;2014;1.031
MURCIA (REGIÓN DE);TOTAL grupo penal;2013;841
MURCIA (REGIÓN DE);TOTAL grupo penal;2012;926
MURCIA (REGIÓN DE);TOTAL grupo penal;2011;849
NAVARRA (COMUNIDAD FORAL DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;183
NAVARRA (COMUNIDAD FORAL DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;187
NAVARRA (COMUNIDAD FORAL DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;92
NAVARRA (COMUNIDAD FORAL DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2021;108
NAVARRA (COMUNIDAD FORAL DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2020;80
NAVARRA (COMUNIDAD FORAL DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2019;113
NAVARRA (COMUNIDAD FORAL DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2018;76
NAVARRA (COMUNIDAD FORAL DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2017;91
NAVARRA (COMUNIDAD FORAL DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2016;86
NAVARRA (COMUNIDAD FORAL DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2015;54
NAVARRA (COMUNIDAD FORAL DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2014;58
NAVARRA (COMUNIDAD FORAL DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2013;44
NAVARRA (COMUNIDAD FORAL DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2012;40
NAVARRA (COMUNIDAD FORAL DE);ACCESO  E INTERCEPTACIÓN ILÍCITA;2011;28
NAVARRA (COMUNIDAD FORAL DE);AMENAZAS Y COACCIONES;2024;335
NAVARRA (COMUNIDAD FORAL DE);AMENAZAS Y COACCIONES;2023;343
NAVARRA (COMUNIDAD FORAL DE);AMENAZAS Y COACCIONES;2022;303
NAVARRA (COMUNIDAD FORAL DE);AMENAZAS Y COACCIONES;2021;283
NAVARRA (COMUNIDAD FORAL DE);AMENAZAS Y COACCIONES;2020;264
NAVARRA (COMUNIDAD FORAL DE);AMENAZAS Y COACCIONES;2019;196
NAVARRA (COMUNIDAD FORAL DE);AMENAZAS Y COACCIONES;2018;217
NAVARRA (COMUNIDAD FORAL DE);AMENAZAS Y COACCIONES;2017;204
NAVARRA (COMUNIDAD FORAL DE);AMENAZAS Y COACCIONES;2016;243
NAVARRA (COMUNIDAD FORAL DE);AMENAZAS Y COACCIONES;2015;196
NAVARRA (COMUNIDAD FORAL DE);AMENAZAS Y COACCIONES;2014;180
NAVARRA (COMUNIDAD FORAL DE);AMENAZAS Y COACCIONES;2013;176
NAVARRA (COMUNIDAD FORAL DE);AMENAZAS Y COACCIONES;2012;142
NAVARRA (COMUNIDAD FORAL DE);AMENAZAS Y COACCIONES;2011;120
NAVARRA (COMUNIDAD FORAL DE);CONTRA EL HONOR;2024;28
NAVARRA (COMUNIDAD FORAL DE);CONTRA EL HONOR;2023;18
NAVARRA (COMUNIDAD FORAL DE);CONTRA EL HONOR;2022;18
NAVARRA (COMUNIDAD FORAL DE);CONTRA EL HONOR;2021;29
NAVARRA (COMUNIDAD FORAL DE);CONTRA EL HONOR;2020;25
NAVARRA (COMUNIDAD FORAL DE);CONTRA EL HONOR;2019;23
NAVARRA (COMUNIDAD FORAL DE);CONTRA EL HONOR;2018;23
NAVARRA (COMUNIDAD FORAL DE);CONTRA EL HONOR;2017;30
NAVARRA (COMUNIDAD FORAL DE);CONTRA EL HONOR;2016;58
NAVARRA (COMUNIDAD FORAL DE);CONTRA EL HONOR;2015;51
NAVARRA (COMUNIDAD FORAL DE);CONTRA EL HONOR;2014;41
NAVARRA (COMUNIDAD FORAL DE);CONTRA EL HONOR;2013;62
NAVARRA (COMUNIDAD FORAL DE);CONTRA EL HONOR;2012;46
NAVARRA (COMUNIDAD FORAL DE);CONTRA EL HONOR;2011;37
NAVARRA (COMUNIDAD FORAL DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;2
NAVARRA (COMUNIDAD FORAL DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;5
NAVARRA (COMUNIDAD FORAL DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;2
NAVARRA (COMUNIDAD FORAL DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2021;2
NAVARRA (COMUNIDAD FORAL DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2020;4
NAVARRA (COMUNIDAD FORAL DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2019;1
NAVARRA (COMUNIDAD FORAL DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2018;1
NAVARRA (COMUNIDAD FORAL DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2017;0
NAVARRA (COMUNIDAD FORAL DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2016;3
NAVARRA (COMUNIDAD FORAL DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2015;5
NAVARRA (COMUNIDAD FORAL DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2014;14
NAVARRA (COMUNIDAD FORAL DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2013;3
NAVARRA (COMUNIDAD FORAL DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2012;2
NAVARRA (COMUNIDAD FORAL DE);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2011;1
NAVARRA (COMUNIDAD FORAL DE);DELITOS SEXUALES;2024;50
NAVARRA (COMUNIDAD FORAL DE);DELITOS SEXUALES;2023;50
NAVARRA (COMUNIDAD FORAL DE);DELITOS SEXUALES;2022;26
NAVARRA (COMUNIDAD FORAL DE);DELITOS SEXUALES;2021;24
NAVARRA (COMUNIDAD FORAL DE);DELITOS SEXUALES;2020;43
NAVARRA (COMUNIDAD FORAL DE);DELITOS SEXUALES;2019;37
NAVARRA (COMUNIDAD FORAL DE);DELITOS SEXUALES;2018;29
NAVARRA (COMUNIDAD FORAL DE);DELITOS SEXUALES;2017;24
NAVARRA (COMUNIDAD FORAL DE);DELITOS SEXUALES;2016;24
NAVARRA (COMUNIDAD FORAL DE);DELITOS SEXUALES;2015;18
NAVARRA (COMUNIDAD FORAL DE);DELITOS SEXUALES;2014;11
NAVARRA (COMUNIDAD FORAL DE);DELITOS SEXUALES;2013;8
NAVARRA (COMUNIDAD FORAL DE);DELITOS SEXUALES;2012;10
NAVARRA (COMUNIDAD FORAL DE);DELITOS SEXUALES;2011;6
NAVARRA (COMUNIDAD FORAL DE);FALSIFICACIÓN INFORMÁTICA;2024;283
NAVARRA (COMUNIDAD FORAL DE);FALSIFICACIÓN INFORMÁTICA;2023;267
NAVARRA (COMUNIDAD FORAL DE);FALSIFICACIÓN INFORMÁTICA;2022;214
NAVARRA (COMUNIDAD FORAL DE);FALSIFICACIÓN INFORMÁTICA;2021;181
NAVARRA (COMUNIDAD FORAL DE);FALSIFICACIÓN INFORMÁTICA;2020;123
NAVARRA (COMUNIDAD FORAL DE);FALSIFICACIÓN INFORMÁTICA;2019;80
NAVARRA (COMUNIDAD FORAL DE);FALSIFICACIÓN INFORMÁTICA;2018;77
NAVARRA (COMUNIDAD FORAL DE);FALSIFICACIÓN INFORMÁTICA;2017;45
NAVARRA (COMUNIDAD FORAL DE);FALSIFICACIÓN INFORMÁTICA;2016;51
NAVARRA (COMUNIDAD FORAL DE);FALSIFICACIÓN INFORMÁTICA;2015;45
NAVARRA (COMUNIDAD FORAL DE);FALSIFICACIÓN INFORMÁTICA;2014;33
NAVARRA (COMUNIDAD FORAL DE);FALSIFICACIÓN INFORMÁTICA;2013;34
NAVARRA (COMUNIDAD FORAL DE);FALSIFICACIÓN INFORMÁTICA;2012;26
NAVARRA (COMUNIDAD FORAL DE);FALSIFICACIÓN INFORMÁTICA;2011;35
NAVARRA (COMUNIDAD FORAL DE);FRAUDE INFORMÁTICO;2024;6.090
NAVARRA (COMUNIDAD FORAL DE);FRAUDE INFORMÁTICO;2023;6.576
NAVARRA (COMUNIDAD FORAL DE);FRAUDE INFORMÁTICO;2022;4.816
NAVARRA (COMUNIDAD FORAL DE);FRAUDE INFORMÁTICO;2021;3.673
NAVARRA (COMUNIDAD FORAL DE);FRAUDE INFORMÁTICO;2020;3.903
NAVARRA (COMUNIDAD FORAL DE);FRAUDE INFORMÁTICO;2019;2.734
NAVARRA (COMUNIDAD FORAL DE);FRAUDE INFORMÁTICO;2018;2.126
NAVARRA (COMUNIDAD FORAL DE);FRAUDE INFORMÁTICO;2017;1.728
NAVARRA (COMUNIDAD FORAL DE);FRAUDE INFORMÁTICO;2016;1.424
NAVARRA (COMUNIDAD FORAL DE);FRAUDE INFORMÁTICO;2015;1.285
NAVARRA (COMUNIDAD FORAL DE);FRAUDE INFORMÁTICO;2014;792
NAVARRA (COMUNIDAD FORAL DE);FRAUDE INFORMÁTICO;2013;612
NAVARRA (COMUNIDAD FORAL DE);FRAUDE INFORMÁTICO;2012;512
NAVARRA (COMUNIDAD FORAL DE);FRAUDE INFORMÁTICO;2011;310
NAVARRA (COMUNIDAD FORAL DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;21
NAVARRA (COMUNIDAD FORAL DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;29
NAVARRA (COMUNIDAD FORAL DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;28
NAVARRA (COMUNIDAD FORAL DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2021;62
NAVARRA (COMUNIDAD FORAL DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2020;23
NAVARRA (COMUNIDAD FORAL DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2019;27
NAVARRA (COMUNIDAD FORAL DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2018;25
NAVARRA (COMUNIDAD FORAL DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2017;17
NAVARRA (COMUNIDAD FORAL DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2016;22
NAVARRA (COMUNIDAD FORAL DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2015;20
NAVARRA (COMUNIDAD FORAL DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2014;11
NAVARRA (COMUNIDAD FORAL DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2013;6
NAVARRA (COMUNIDAD FORAL DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2012;6
NAVARRA (COMUNIDAD FORAL DE);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2011;1
NAVARRA (COMUNIDAD FORAL DE);TOTAL grupo penal;2024;6.992
NAVARRA (COMUNIDAD FORAL DE);TOTAL grupo penal;2023;7.475
NAVARRA (COMUNIDAD FORAL DE);TOTAL grupo penal;2022;5.499
NAVARRA (COMUNIDAD FORAL DE);TOTAL grupo penal;2021;4.362
NAVARRA (COMUNIDAD FORAL DE);TOTAL grupo penal;2020;4.465
NAVARRA (COMUNIDAD FORAL DE);TOTAL grupo penal;2019;3.211
NAVARRA (COMUNIDAD FORAL DE);TOTAL grupo penal;2018;2.574
NAVARRA (COMUNIDAD FORAL DE);TOTAL grupo penal;2017;2.139
NAVARRA (COMUNIDAD FORAL DE);TOTAL grupo penal;2016;1.911
NAVARRA (COMUNIDAD FORAL DE);TOTAL grupo penal;2015;1.674
NAVARRA (COMUNIDAD FORAL DE);TOTAL grupo penal;2014;1.140
NAVARRA (COMUNIDAD FORAL DE);TOTAL grupo penal;2013;945
NAVARRA (COMUNIDAD FORAL DE);TOTAL grupo penal;2012;784
NAVARRA (COMUNIDAD FORAL DE);TOTAL grupo penal;2011;538
PAÍS VASCO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;265
PAÍS VASCO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;276
PAÍS VASCO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;227
PAÍS VASCO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2021;293
PAÍS VASCO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2020;258
PAÍS VASCO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2019;232
PAÍS VASCO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2018;179
PAÍS VASCO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2017;170
PAÍS VASCO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2016;153
PAÍS VASCO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2015;127
PAÍS VASCO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2014;5
PAÍS VASCO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2013;8
PAÍS VASCO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2012;11
PAÍS VASCO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2011;3
PAÍS VASCO;AMENAZAS Y COACCIONES;2024;1.339
PAÍS VASCO;AMENAZAS Y COACCIONES;2023;1.326
PAÍS VASCO;AMENAZAS Y COACCIONES;2022;744
PAÍS VASCO;AMENAZAS Y COACCIONES;2021;603
PAÍS VASCO;AMENAZAS Y COACCIONES;2020;405
PAÍS VASCO;AMENAZAS Y COACCIONES;2019;319
PAÍS VASCO;AMENAZAS Y COACCIONES;2018;356
PAÍS VASCO;AMENAZAS Y COACCIONES;2017;240
PAÍS VASCO;AMENAZAS Y COACCIONES;2016;237
PAÍS VASCO;AMENAZAS Y COACCIONES;2015;224
PAÍS VASCO;AMENAZAS Y COACCIONES;2014;19
PAÍS VASCO;AMENAZAS Y COACCIONES;2013;20
PAÍS VASCO;AMENAZAS Y COACCIONES;2012;15
PAÍS VASCO;AMENAZAS Y COACCIONES;2011;14
PAÍS VASCO;CONTRA EL HONOR;2024;4
PAÍS VASCO;CONTRA EL HONOR;2023;3
PAÍS VASCO;CONTRA EL HONOR;2022;5
PAÍS VASCO;CONTRA EL HONOR;2021;3
PAÍS VASCO;CONTRA EL HONOR;2020;2
PAÍS VASCO;CONTRA EL HONOR;2019;2
PAÍS VASCO;CONTRA EL HONOR;2018;6
PAÍS VASCO;CONTRA EL HONOR;2017;6
PAÍS VASCO;CONTRA EL HONOR;2016;5
PAÍS VASCO;CONTRA EL HONOR;2015;4
PAÍS VASCO;CONTRA EL HONOR;2014;3
PAÍS VASCO;CONTRA EL HONOR;2013;6
PAÍS VASCO;CONTRA EL HONOR;2012;4
PAÍS VASCO;CONTRA EL HONOR;2011;5
PAÍS VASCO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;12
PAÍS VASCO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;7
PAÍS VASCO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;4
PAÍS VASCO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2021;3
PAÍS VASCO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2020;6
PAÍS VASCO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2019;5
PAÍS VASCO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2018;5
PAÍS VASCO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2017;2
PAÍS VASCO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2016;3
PAÍS VASCO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2015;12
PAÍS VASCO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2014;5
PAÍS VASCO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2013;1
PAÍS VASCO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2012;6
PAÍS VASCO;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2011;4
PAÍS VASCO;DELITOS SEXUALES;2024;94
PAÍS VASCO;DELITOS SEXUALES;2023;140
PAÍS VASCO;DELITOS SEXUALES;2022;57
PAÍS VASCO;DELITOS SEXUALES;2021;73
PAÍS VASCO;DELITOS SEXUALES;2020;113
PAÍS VASCO;DELITOS SEXUALES;2019;76
PAÍS VASCO;DELITOS SEXUALES;2018;102
PAÍS VASCO;DELITOS SEXUALES;2017;68
PAÍS VASCO;DELITOS SEXUALES;2016;48
PAÍS VASCO;DELITOS SEXUALES;2015;59
PAÍS VASCO;DELITOS SEXUALES;2014;15
PAÍS VASCO;DELITOS SEXUALES;2013;9
PAÍS VASCO;DELITOS SEXUALES;2012;25
PAÍS VASCO;DELITOS SEXUALES;2011;26
PAÍS VASCO;FALSIFICACIÓN INFORMÁTICA;2024;1.038
PAÍS VASCO;FALSIFICACIÓN INFORMÁTICA;2023;1.035
PAÍS VASCO;FALSIFICACIÓN INFORMÁTICA;2022;963
PAÍS VASCO;FALSIFICACIÓN INFORMÁTICA;2021;727
PAÍS VASCO;FALSIFICACIÓN INFORMÁTICA;2020;446
PAÍS VASCO;FALSIFICACIÓN INFORMÁTICA;2019;337
PAÍS VASCO;FALSIFICACIÓN INFORMÁTICA;2018;285
PAÍS VASCO;FALSIFICACIÓN INFORMÁTICA;2017;245
PAÍS VASCO;FALSIFICACIÓN INFORMÁTICA;2016;275
PAÍS VASCO;FALSIFICACIÓN INFORMÁTICA;2015;238
PAÍS VASCO;FALSIFICACIÓN INFORMÁTICA;2014;9
PAÍS VASCO;FALSIFICACIÓN INFORMÁTICA;2013;16
PAÍS VASCO;FALSIFICACIÓN INFORMÁTICA;2012;15
PAÍS VASCO;FALSIFICACIÓN INFORMÁTICA;2011;11
PAÍS VASCO;FRAUDE INFORMÁTICO;2024;22.891
PAÍS VASCO;FRAUDE INFORMÁTICO;2023;25.095
PAÍS VASCO;FRAUDE INFORMÁTICO;2022;18.861
PAÍS VASCO;FRAUDE INFORMÁTICO;2021;15.016
PAÍS VASCO;FRAUDE INFORMÁTICO;2020;16.591
PAÍS VASCO;FRAUDE INFORMÁTICO;2019;13.793
PAÍS VASCO;FRAUDE INFORMÁTICO;2018;12.151
PAÍS VASCO;FRAUDE INFORMÁTICO;2017;8.546
PAÍS VASCO;FRAUDE INFORMÁTICO;2016;6.954
PAÍS VASCO;FRAUDE INFORMÁTICO;2015;6.133
PAÍS VASCO;FRAUDE INFORMÁTICO;2014;163
PAÍS VASCO;FRAUDE INFORMÁTICO;2013;195
PAÍS VASCO;FRAUDE INFORMÁTICO;2012;207
PAÍS VASCO;FRAUDE INFORMÁTICO;2011;141
PAÍS VASCO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;17
PAÍS VASCO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;22
PAÍS VASCO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;46
PAÍS VASCO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2021;80
PAÍS VASCO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2020;45
PAÍS VASCO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2019;73
PAÍS VASCO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2018;59
PAÍS VASCO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2017;64
PAÍS VASCO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2016;82
PAÍS VASCO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2015;101
PAÍS VASCO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2014;0
PAÍS VASCO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2013;3
PAÍS VASCO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2012;5
PAÍS VASCO;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2011;3
PAÍS VASCO;TOTAL grupo penal;2024;25.660
PAÍS VASCO;TOTAL grupo penal;2023;27.904
PAÍS VASCO;TOTAL grupo penal;2022;20.907
PAÍS VASCO;TOTAL grupo penal;2021;16.798
PAÍS VASCO;TOTAL grupo penal;2020;17.866
PAÍS VASCO;TOTAL grupo penal;2019;14.837
PAÍS VASCO;TOTAL grupo penal;2018;13.143
PAÍS VASCO;TOTAL grupo penal;2017;9.341
PAÍS VASCO;TOTAL grupo penal;2016;7.757
PAÍS VASCO;TOTAL grupo penal;2015;6.898
PAÍS VASCO;TOTAL grupo penal;2014;219
PAÍS VASCO;TOTAL grupo penal;2013;258
PAÍS VASCO;TOTAL grupo penal;2012;288
PAÍS VASCO;TOTAL grupo penal;2011;207
RIOJA (LA);ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;140
RIOJA (LA);ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;111
RIOJA (LA);ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;81
RIOJA (LA);ACCESO  E INTERCEPTACIÓN ILÍCITA;2021;82
RIOJA (LA);ACCESO  E INTERCEPTACIÓN ILÍCITA;2020;56
RIOJA (LA);ACCESO  E INTERCEPTACIÓN ILÍCITA;2019;31
RIOJA (LA);ACCESO  E INTERCEPTACIÓN ILÍCITA;2018;24
RIOJA (LA);ACCESO  E INTERCEPTACIÓN ILÍCITA;2017;15
RIOJA (LA);ACCESO  E INTERCEPTACIÓN ILÍCITA;2016;16
RIOJA (LA);ACCESO  E INTERCEPTACIÓN ILÍCITA;2015;18
RIOJA (LA);ACCESO  E INTERCEPTACIÓN ILÍCITA;2014;20
RIOJA (LA);ACCESO  E INTERCEPTACIÓN ILÍCITA;2013;13
RIOJA (LA);ACCESO  E INTERCEPTACIÓN ILÍCITA;2012;5
RIOJA (LA);ACCESO  E INTERCEPTACIÓN ILÍCITA;2011;8
RIOJA (LA);AMENAZAS Y COACCIONES;2024;161
RIOJA (LA);AMENAZAS Y COACCIONES;2023;132
RIOJA (LA);AMENAZAS Y COACCIONES;2022;124
RIOJA (LA);AMENAZAS Y COACCIONES;2021;119
RIOJA (LA);AMENAZAS Y COACCIONES;2020;64
RIOJA (LA);AMENAZAS Y COACCIONES;2019;50
RIOJA (LA);AMENAZAS Y COACCIONES;2018;71
RIOJA (LA);AMENAZAS Y COACCIONES;2017;48
RIOJA (LA);AMENAZAS Y COACCIONES;2016;51
RIOJA (LA);AMENAZAS Y COACCIONES;2015;45
RIOJA (LA);AMENAZAS Y COACCIONES;2014;50
RIOJA (LA);AMENAZAS Y COACCIONES;2013;45
RIOJA (LA);AMENAZAS Y COACCIONES;2012;43
RIOJA (LA);AMENAZAS Y COACCIONES;2011;45
RIOJA (LA);CONTRA EL HONOR;2024;10
RIOJA (LA);CONTRA EL HONOR;2023;9
RIOJA (LA);CONTRA EL HONOR;2022;1
RIOJA (LA);CONTRA EL HONOR;2021;7
RIOJA (LA);CONTRA EL HONOR;2020;9
RIOJA (LA);CONTRA EL HONOR;2019;9
RIOJA (LA);CONTRA EL HONOR;2018;9
RIOJA (LA);CONTRA EL HONOR;2017;10
RIOJA (LA);CONTRA EL HONOR;2016;9
RIOJA (LA);CONTRA EL HONOR;2015;9
RIOJA (LA);CONTRA EL HONOR;2014;8
RIOJA (LA);CONTRA EL HONOR;2013;8
RIOJA (LA);CONTRA EL HONOR;2012;12
RIOJA (LA);CONTRA EL HONOR;2011;9
RIOJA (LA);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;2
RIOJA (LA);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;1
RIOJA (LA);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;1
RIOJA (LA);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2021;1
RIOJA (LA);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2020;1
RIOJA (LA);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2019;1
RIOJA (LA);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2018;0
RIOJA (LA);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2017;1
RIOJA (LA);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2016;0
RIOJA (LA);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2015;0
RIOJA (LA);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2014;1
RIOJA (LA);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2013;1
RIOJA (LA);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2012;0
RIOJA (LA);CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2011;0
RIOJA (LA);DELITOS SEXUALES;2024;6
RIOJA (LA);DELITOS SEXUALES;2023;11
RIOJA (LA);DELITOS SEXUALES;2022;8
RIOJA (LA);DELITOS SEXUALES;2021;10
RIOJA (LA);DELITOS SEXUALES;2020;44
RIOJA (LA);DELITOS SEXUALES;2019;9
RIOJA (LA);DELITOS SEXUALES;2018;9
RIOJA (LA);DELITOS SEXUALES;2017;5
RIOJA (LA);DELITOS SEXUALES;2016;5
RIOJA (LA);DELITOS SEXUALES;2015;2
RIOJA (LA);DELITOS SEXUALES;2014;4
RIOJA (LA);DELITOS SEXUALES;2013;6
RIOJA (LA);DELITOS SEXUALES;2012;4
RIOJA (LA);DELITOS SEXUALES;2011;5
RIOJA (LA);FALSIFICACIÓN INFORMÁTICA;2024;120
RIOJA (LA);FALSIFICACIÓN INFORMÁTICA;2023;68
RIOJA (LA);FALSIFICACIÓN INFORMÁTICA;2022;60
RIOJA (LA);FALSIFICACIÓN INFORMÁTICA;2021;81
RIOJA (LA);FALSIFICACIÓN INFORMÁTICA;2020;23
RIOJA (LA);FALSIFICACIÓN INFORMÁTICA;2019;13
RIOJA (LA);FALSIFICACIÓN INFORMÁTICA;2018;9
RIOJA (LA);FALSIFICACIÓN INFORMÁTICA;2017;3
RIOJA (LA);FALSIFICACIÓN INFORMÁTICA;2016;10
RIOJA (LA);FALSIFICACIÓN INFORMÁTICA;2015;7
RIOJA (LA);FALSIFICACIÓN INFORMÁTICA;2014;10
RIOJA (LA);FALSIFICACIÓN INFORMÁTICA;2013;6
RIOJA (LA);FALSIFICACIÓN INFORMÁTICA;2012;18
RIOJA (LA);FALSIFICACIÓN INFORMÁTICA;2011;6
RIOJA (LA);FRAUDE INFORMÁTICO;2024;1.868
RIOJA (LA);FRAUDE INFORMÁTICO;2023;2.021
RIOJA (LA);FRAUDE INFORMÁTICO;2022;2.152
RIOJA (LA);FRAUDE INFORMÁTICO;2021;1.794
RIOJA (LA);FRAUDE INFORMÁTICO;2020;1.787
RIOJA (LA);FRAUDE INFORMÁTICO;2019;996
RIOJA (LA);FRAUDE INFORMÁTICO;2018;675
RIOJA (LA);FRAUDE INFORMÁTICO;2017;168
RIOJA (LA);FRAUDE INFORMÁTICO;2016;142
RIOJA (LA);FRAUDE INFORMÁTICO;2015;159
